9.784199,10.01346,0.9186055,-0.395176,7,10,-13.53103,3.593222,-0.6433833,0.7655442,8,8,11.01588,8.640044,0.5839614,-0.8117813,6,9,-12.3286,6.633665,0.2788401,0.9603375,8,10,6.590318,-12.35183,0.5618605,0.8272321,9,8,13.29473,4.387504,0.07351251,-0.9972943,8,11,-10.95143,-8.721592,-0.4171104,-0.9088558,7,8,6.373734,12.46497,0.5532777,-0.8329969,6,9,-12.43295,-6.435977,0.9301994,-0.3670546,7,12,13.66421,-3.047845,-0.3126932,0.9498542,8,7,9.709496,-10.08591,0.4392714,-0.8983544,8,11,-13.89644,1.699703,-0.9300732,0.3673742,8,8,11.83994,-7.471005,0.9818939,-0.1894319,12,10,-7.11961,12.05451,-0.7131014,-0.7010609,5,9,-0.7978938,-13.97725,0.5872485,0.8094066,8,8,-5.579863,-12.83998,0.6864017,-0.7272226,7,10,-3.005308,-13.67363,-0.9629573,-0.2696539,11,8,-11.37288,8.164409,-0.3890818,0.9212032,10,13,-8.659581,11.00053,-0.7059031,-0.7083083,11,8,13.21043,-4.635145,-0.01939455,-0.9998119,10,8,5,12,7,8.2
3.668261,13.51088,0.6224042,0.7826959,8,10,13.06379,5.033628,-0.2742719,0.9616522,10,9,5.785655,12.74858,-0.7653611,-0.643601,9,9,-10.71004,-9.016371,-0.3126313,-0.9498746,13,8,-13.97632,0.8138874,-0.8348036,0.550548,8,6,-12.45893,6.385542,0.5513099,0.8343005,10,6,-13.64631,-3.127019,0.9560284,0.2932742,7,7,14,-0.003121937,0.3116356,0.9502016,6,10,-7.064865,-12.08667,0.242482,0.9701559,12,10,13.74143,-2.678265,-0.6779797,-0.7350807,7,12,10.63386,-9.106098,-0.8721822,-0.4891813,9,9,12.28143,6.720612,-0.9565185,0.2916714,6,9,4.768006,-13.16306,0.9954818,-0.09495266,11,6,2.109762,13.84012,0.4791793,-0.8777171,13,13,-0.6756819,-13.98369,-0.1799316,0.9836791,8,9,-7.609205,11.7516,0.83387,-0.5519609,7,11,-4.922807,-13.10595,0.7125623,0.7016088,10,9,-12.7006,-5.890226,-0.6054164,-0.7959089,7,12,8.351703,11.23606,-0.8991591,0.437622,7,9,9.566719,10.22144,0.9490843,0.3150223,8,8,6,13,7,8.8
11.02627,8.626781,-0.6835015,0.7299491,6,11,-4.392951,-13.29293,0.462132,-0.8868111,10,6,-13.89049,-1.747617,-0.9818903,0.1894505,10,13,-4.280947,13.32942,0.9958054,-0.09149633,12,8,6.829944,-12.22096,0.2254777,-0.9742483,7,13,-9.092511,-10.64548,-0.9786243,0.2056565,9,6,7.446023,11.85566,-0.6032917,0.7975206,8,7,2.579477,13.76032,-0.9905356,0.137256,9,9,8.942766,-10.77158,0.9639067,-0.2662402,12,10,1.450794,-13.92463,-0.8312649,-0.5558765,10,11,12.99485,-5.209022,-0.2561288,0.9666426,8,8,13.57451,-3.425303,-0.1948314,0.9808367,10,11,3.39098,-13.58312,0.6910198,-0.7228358,7,9,12.55499,6.194523,-0.1350094,0.9908444,7,11,13.80403,2.334243,-0.9550616,-0.2964074,9,8,-0.9581902,13.96717,-0.03599233,0.999352,8,9,5.199455,-12.99868,-0.9998642,0.01648028,5,8,-2.761059,13.72503,-0.7150219,-0.6991021,12,10,-6.202086,12.55126,-0.5047464,0.8632677,12,10,-10.30397,-9.477773,0.8772572,0.4800207,7,6,5,12,7,8.9
-13.99183,-0.478238,-0.9604475,-0.2784609,11,10,4.622682,13.2148,0.9557431,-0.2942024,5,8,8.170301,-11.36865,-0.4588035,-0.8885378,8,12,13.96169,-1.034927,0.8573327,-0.5147626,10,11,-8.057634,-11.44878,0.9921666,-0.1249215,12,6,13.59086,-3.359848,0.9713644,0.2375944,10,12,10.57241,9.177374,-0.519962,-0.8541895,11,8,-11.42938,-8.085129,-0.8305027,-0.5570145,5,8,-5.916458,-12.6884,-0.9829247,0.184008,12,11,-8.136363,11.39296,0.9917818,0.1279408,10,6,-10.27296,9.511374,-0.9982405,-0.05929515,10,10,-12.69662,-5.898811,-0.7901294,0.6129402,6,9,-13.67703,2.989766,-0.05957056,-0.9982241,7,11,-9.413052,-10.36313,0.801772,-0.59763,8,10,6.662507,-12.31304,0.4557665,-0.8900993,12,12,-1.844897,13.87791,0.3875887,-0.9218324,9,5,13.09784,4.944351,-0.5624073,-0.8268604,8,8,-4.29043,13.32637,-0.336571,0.941658,9,9,12.06264,7.105831,-0.2949048,-0.9555266,10,7,-13.40967,-4.022531,0.7707456,0.637143,7,9,5,12,7,9
-10.48842,-9.273239,0.01429404,-0.9998978,9,10,-7.410299,-11.87802,0.2670466,-0.9636836,9,8,1.963941,-13.86156,-0.6443244,0.7647523,11,9,-9.418154,-10.35849,0.8394142,-0.5434921,10,7,13.12688,4.866724,0.7355433,-0.6774778,10,10,-3.653637,-13.51484,0.07086392,-0.997486,8,12,7.237902,11.98386,0.998374,0.05700181,9,11,1.540688,13.91497,0.9911064,-0.1330721,9,9,0.01336682,-13.99999,0.8956549,-0.4447496,8,7,13.29808,-4.377325,-0.8382224,0.5453285,11,7,-8.6797,10.98466,0.949088,-0.3150111,8,10,-13.74103,2.680307,0.7589153,0.6511894,5,11,11.99611,-7.217577,-0.3192446,-0.9476724,6,8,-1.53674,13.9154,-0.7135524,0.7006019,12,7,-11.43023,8.083927,0.9176158,0.3974684,12,7,13.89881,-1.680211,-0.9874609,-0.1578644,10,7,13.98332,0.6831871,-0.06878214,0.9976317,8,10,11.82561,7.493659,-0.9396909,-0.3420246,8,8,10.22895,-9.558693,-0.3306361,-0.9437583,12,10,-13.95829,-1.079899,0.9927632,0.1200887,7,7,5,12,7,9.1
-11.71733,-7.661865,0.2108022,-0.9775288,11,10,-13.25892,-4.49456,0.93475,-0.3553064,12,9,13.21239,4.62956,-0.6782045,-0.7348733,8,8,12.05038,7.126587,-0.9786309,-0.2056248,9,8,-12.48181,6.340691,-0.2788484,-0.9603352,6,9,7.415943,-11.8745,-0.4154779,0.9096033,8,9,1.454825,-13.9242,0.2894377,-0.9571969,7,9,0.4183149,13.99375,0.7882237,-0.6153887,12,8,-13.15064,4.802157,0.07710157,-0.9970232,9,8,-6.352631,-12.47574,0.9874641,-0.1578438,8,7,13.73867,2.692405,-0.4450685,-0.8954965,7,9,9.799149,9.998835,-0.08708195,0.9962012,9,12,9.745453,-10.05118,0.7743298,-0.6327823,8,11,11.68577,-7.709914,0.8386289,0.5447032,13,13,-8.023226,-11.47292,0.9084876,-0.4179116,12,10,13.95842,-1.078215,-0.8568754,-0.5155236,7,5,-1.479201,13.92164,0.9966118,-0.08224911,12,9,-3.991355,13.41898,-0.5462524,-0.8376207,9,9,7.037051,12.10289,0.9284155,0.3715434,11,11,-11.15801,8.455696,0.9998493,-0.01735897,6,9,6,13,7,9.2
12.4429,-6.416716,0.9920304,-0.1259989,6,9,-3.815185,-13.47013,-0.9907693,-0.1355596,8,8,5.037955,13.06212,-0.7787658,0.6273147,7,8,11.4768,-8.017667,0.01174411,0.999931,11,5,7.214938,-11.99769,-0.2467285,0.9690846,9,10,4.792959,-13.15399,0.5243677,-0.8514919,11,9,-13.99541,0.35849,0.3473848,0.9377226,11,10,13.9657,-0.9793935,0.2435693,0.9698836,9,11,12.7261,5.834936,0.9508575,-0.3096288,9,11,-8.928147,10.7837,-0.678391,0.734701,13,10,-7.470776,-11.84008,0.9535972,-0.3010853,8,12,-13.92591,-1.438449,-0.9115148,0.4112673,9,6,-11.44451,-8.063697,-0.9029691,-0.4297054,8,8,-12.79423,-5.683987,0.2437371,0.9698414,6,9,1.524828,13.91671,-0.584472,-0.8114139,11,11,2.961359,-13.68321,-0.4630147,-0.8863506,9,10,-5.872701,12.70871,-0.9871955,0.1595148,13,15,-2.826002,13.71181,0.5450712,0.8383898,7,10,8.656061,11.0033,0.6712613,-0.7412209,11,6,-9.032526,-10.69642,-0.9205166,0.3907034,10,12,6,13,7,9.3
-10.79805,8.910784,-0.9448619,-0.3274692,9,7,12.80749,5.654044,0.9045845,-0.4262943,7,9,-3.552208,-13.54185,0.9862237,0.165417,7,10,13.38209,-4.113353,-0.6642663,-0.7474961,7,8,-8.675406,-10.98805,0.9974361,-0.07156267,7,10,-11.21432,-8.380872,-0.5640826,0.8257183,9,9,-5.2915,-12.96148,-0.8009924,0.5986745,8,9,1.990088,13.85783,-0.8286252,0.5598037,6,9,7.913578,11.54882,-0.9288493,-0.3704579,12,9,-13.65476,3.089891,0.8514993,0.5243556,8,9,11.86842,7.425671,-0.9122199,-0.4097009,9,9,-13.89869,-1.681223,0.4768558,-0.8789815,10,12,-1.667637,13.90032,-0.9794118,0.2018729,8,14,10.26893,9.515726,0.01460809,-0.9998933,11,7,-10.11266,-9.681643,0.8984793,-0.4390159,13,9,2.390919,-13.79433,0.9866793,0.1626779,13,8,-8.039065,11.46182,0.2775399,-0.9607141,8,10,13.96482,0.9919279,0.7338439,0.6793182,13,8,6.037587,-12.63121,-0.9432395,-0.3321134,12,7,0.1380771,13.99932,-0.01588402,-0.9998739,9,7,6,13,7,9.3
-5.69768,12.78814,-0.9579505,0.2869334,10,12,2.467422,13.78085,0.7705502,-0.6373793,7,11,-12.17631,-6.909228,-0.2098916,0.9777246,11,8,13.49133,-3.739515,-0.9999071,-0.01363227,11,8,12.39361,-6.511416,0.6831524,-0.7302758,8,10,-13.68544,-2.951053,-0.3939009,0.9191529,12,6,-12.95691,5.302672,0.07875238,0.9968942,9,12,-2.967693,13.68184,-0.2635986,-0.9646325,8,11,-9.445029,10.33399,-0.5739496,0.8188906,12,10,-13.9418,-1.275248,-0.5724776,0.8199204,9,12,3.497342,-13.55613,0.6549085,0.7557082,12,10,6.160096,-12.57192,-0.6067897,0.7948624,8,9,-13.97569,0.8247399,-0.7640682,0.6451355,8,8,0.9650591,13.9667,0.5328162,-0.846231,12,8,9.333362,-10.43496,0.4117971,0.9112756,5,9,10.13359,9.659729,0.8719426,-0.4896081,10,6,-10.35814,-9.418547,-0.5294015,-0.8483714,12,10,6.087775,12.6071,0.6527184,-0.7576005,9,8,0.4432024,-13.99298,0.8517016,0.5240271,7,8,7.479328,11.83468,0.8165694,-0.5772474,6,10,5,12,7,9.3
-2.255194,13.81717,-0.5711342,0.8208566,13,9,9.386662,-10.38704,-0.7956108,0.6058081,10,6,13.7575,2.594476,-0.4315185,0.9021041,10,8,9.514843,10.26975,0.9161178,-0.4009091,10,8,-3.136922,-13.64404,-0.009922943,-0.9999507,6,8,-8.187888,-11.35599,0.7311358,-0.682232,8,10,-12.4251,6.45112,0.948263,0.3174857,11,10,12.09515,-7.05034,0.1570267,0.9875944,13,7,-3.732984,13.49314,-0.9971024,0.076071,10,11,-5.870593,-12.70969,0.9121375,0.4098843,12,13,-12.27692,-6.728837,0.6684795,0.7437306,10,8,-13.99679,-0.2996781,-0.6600145,-0.7512529,8,9,7.900072,-11.55806,-0.0339296,0.9994243,8,6,13.99731,0.2744742,-0.349123,-0.9370769,10,12,-13.91863,1.507196,0.9935755,-0.1131711,11,7,1.208892,13.94771,-0.9304761,-0.3663526,8,8,11.00584,-8.652833,0.7833493,-0.6215818,6,10,-10.016,-9.781605,0.705203,0.7090055,9,10,2.699311,13.73731,-0.5641406,0.8256788,9,8,13.59101,-3.359224,0.9001132,-0.435656,8,9,6,13,7,9.5
