-0.6836604,-0.7655622,0.8853604,-0.4649053,12,0,-4.782474,1.695573,-0.2540711,-0.9671855,12,0,6.352584,8.614487,0.9946905,-0.1029116,11,0,-0.5342926,7.414299,-0.9786419,-0.2055727,6,0,0.1967958,1.912084,0.1442889,0.9895356,11,0,-1.45054,-13.4866,-0.9616371,-0.2743247,10,0,-4.493227,-6.703282,0.2730033,0.9620131,11,0,-2.911917,-6.803648,-0.436006,-0.8999438,5,0,-2.580886,-1.04397,-0.9491583,0.314799,10,0,1.891636,-2.936794,0.3738192,0.9275016,9,0,9.633867,-5.700086,0.988977,-0.1480699,12,0,0.7605018,-5.455177,-0.9825678,-0.1859047,12,0,-1.691288,3.215219,-0.9698735,0.2436089,8,0,1.891032,-0.8681718,-0.4980082,0.8671723,6,0,1.525737,-8.550478,0.6064922,-0.7950895,5,0,4.40925,-1.218676,-0.8395208,0.5433277,12,0,9.157282,-9.012542,-0.5373509,0.8433588,7,0,-4.648479,-4.590371,-0.8676222,0.497224,6,0,-4.352046,-12.2147,-0.6009929,-0.7992543,8,0,8.419197,-3.439585,-0.953814,0.3003978,9,0,5,12,7,no,yes,yes,5,12,7,no,yes,yes
3.337033,-2.452259,0.83452,0.5509776,9,0,-0.6232418,4.135249,-0.5765797,0.8170409,11,0,4.417397,-12.76975,0.4385754,0.8986945,8,0,13.66669,0.2434321,-0.9990219,0.04421684,15,0,-8.742328,-8.110306,-0.1276857,-0.9918147,11,0,-1.111711,-2.406879,0.03517699,-0.9993811,11,0,7.641237,0.9752222,0.6836635,0.7297973,8,0,3.846442,5.060633,-0.8360162,0.5487046,10,0,-10.34181,-8.117285,0.8985236,-0.4389252,11,0,-2.820385,-5.152619,-0.7250088,-0.6887395,9,0,4.812294,3.498822,-0.2761014,-0.9611285,14,0,-8.277044,7.669278,-0.579398,-0.8150447,11,0,-0.2707114,-0.000634774,-0.6662222,0.7457533,10,0,-2.960072,3.941972,-0.7317865,0.6815339,9,0,0.8245155,-3.265798,0.7449021,-0.6671738,9,0,10.86108,-6.816572,0.154471,0.9879972,10,0,1.270528,0.220798,-0.9705014,-0.2410957,10,0,6.736781,-8.940531,0.3325939,-0.9430702,10,0,3.581208,-7.935762,0.9671704,-0.2541287,9,0,9.225958,1.080689,0.9666187,-0.2562194,9,0,8,15,7,no,yes,yes,8,15,7,no,yes,yes
2.386203,-8.154072,-0.8408188,-0.5413167,17,0,-1.804211,-1.226409,-0.8780348,0.4785967,11,0,-1.4506,1.266728,-0.3908796,0.9204418,13,0,-2.197451,4.760362,0.9225776,0.3858117,15,0,12.42412,1.464743,-0.744958,-0.6671113,11,0,-7.802713,-3.12348,0.9872047,0.1594578,11,0,-3.545803,-1.249718,-0.5024792,-0.8645893,14,0,1.713441,0.1180542,-0.8373542,-0.5466607,11,0,1.836518,-6.368885,-0.04922296,-0.9987878,14,0,5.422464,9.689431,0.3678966,0.9298667,15,0,4.914412,3.737292,0.8400143,0.5425643,12,0,2.872011,-4.764105,-0.7927258,0.6095784,14,0,-0.4300709,12.63746,0.3162086,-0.9486897,13,0,-6.896882,3.674938,0.9876837,-0.1564635,12,0,-3.027426,0.5979858,0.9206496,0.3903899,10,0,1.401676,1.773726,0.3252431,-0.9456304,12,0,-1.851366,7.875561,-0.7176166,-0.6964384,14,0,0.158891,0.3206612,0.4832911,0.8754597,12,0,-0.7911415,-2.919279,0.02527388,0.9996805,13,0,-6.351773,-0.8489608,0.4884911,0.8725688,14,0,10,17,7,no,yes,yes,10,17,7,no,yes,yes
-2.724213,-4.448202,-0.3042715,-0.9525853,12,0,-1.348892,-6.464347,-0.957001,0.2900849,10,0,-4.136817,6.433778,-0.4193078,-0.9078441,8,0,10.41789,-0.9634445,0.7253787,0.6883501,6,0,8.385805,-4.071788,-0.6765047,-0.7364383,10,0,1.544486,3.795663,-0.8834703,-0.4684872,11,0,-8.221269,-1.514129,0.9993394,0.03634121,8,0,5.318863,-4.93504,-0.1886379,0.9820467,11,0,-5.639947,-0.4412435,0.1792444,-0.9838046,12,0,13.34958,-2.024929,-0.8379117,-0.5458059,13,0,-3.438035,1.569811,0.8528086,-0.5222237,13,0,-6.755302,-9.131124,0.6350766,0.7724491,10,0,9.510992,5.916924,0.5185986,-0.8550178,10,0,-2.163248,3.591022,0.9975699,0.06967247,10,0,-0.7859195,-1.849313,-0.4088608,0.9125967,7,0,-3.87574,-2.797708,-0.4674582,0.8840152,7,0,-2.14487,9.871222,-0.8704381,-0.4922778,8,0,3.637356,-9.381293,-0.3384828,-0.9409726,11,0,3.800745,13.26705,0.08367392,-0.9964931,12,0,-1.030635,5.426357,-0.5486034,0.8360828,9,0,6,13,7,no,yes,yes,6,13,7,no,yes,yes
11.29329,0.5499954,0.6403999,0.7680416,9,0,-0.4782936,0.2479921,0.6787853,-0.7343369,12,0,-1.532404,-2.990989,-0.6434765,0.7654659,13,0,-4.070156,-3.233583,0.9235873,-0.3833883,13,0,-9.313185,-3.814616,-0.9606221,-0.2778583,9,0,-6.708052,-0.1877755,-0.7102513,-0.7039482,9,0,-9.014291,-6.567186,0.08369012,0.9964918,10,0,7.694149,-6.072868,-0.5914909,0.8063117,15,0,-0.6276925,-10.89323,0.5868682,-0.8096825,11,0,12.62622,-4.760159,-0.4059997,0.9138732,9,0,2.394768,5.307145,0.985899,0.1673414,9,0,1.26306,3.709208,-0.9859238,-0.1671952,10,0,4.841697,-5.746078,-0.6168339,-0.7870933,13,0,11.83661,3.911624,-0.3139535,-0.9494383,11,0,2.02236,10.3463,0.9651684,-0.2616297,9,0,-13.32086,-2.380777,0.7332605,0.679948,8,0,10.07874,4.880199,0.05807586,0.9983122,15,0,1.154997,12.20598,-0.997694,-0.06787313,12,0,3.864685,9.504078,-0.5778114,0.8161703,15,0,6.472831,-2.628902,-0.6286821,0.7776624,10,0,8,15,7,no,yes,yes,8,15,7,no,yes,yes
-1.444239,1.98229,0.946408,-0.3229734,9,0,-6.542401,0.5355977,-0.6268224,-0.7791622,13,0,-3.715441,-0.5386944,0.2094016,0.9778297,15,0,-0.9112352,-0.3885512,-0.7052822,0.7089267,16,0,1.593648,-11.20611,-0.509588,-0.8604186,13,0,-6.088135,-1.645841,0.9479692,-0.3183619,10,0,5.63667,-4.123301,0.1998962,0.9798171,13,0,2.214094,-2.579267,-0.9995208,0.03095613,15,0,-8.353104,-6.853323,-0.746341,-0.6655637,13,0,8.522164,-6.171915,0.8302152,0.5574431,9,0,9.73833,-0.5188133,0.1135554,-0.9935316,11,0,1.15644,9.825869,-0.4281795,0.9036937,9,0,2.549333,4.771475,0.05420962,0.9985296,15,0,10.54464,3.924336,-0.3682059,0.9297442,14,0,-8.245064,7.230302,0.8883381,-0.4591898,12,0,-0.5987499,-7.002435,0.3868936,0.9221243,10,0,-3.673801,-8.462053,-0.9811843,-0.1930735,12,0,0.3592364,5.079016,-0.2117308,0.977328,12,0,-0.05210522,1.029285,-0.3446249,-0.9387405,12,0,2.387413,0.5276703,-0.5277585,-0.8493944,11,0,9,16,7,no,yes,yes,9,16,7,no,yes,yes
-5.124008,5.88419,0.7889069,-0.6145127,9,0,5.471784,6.227375,-0.9096366,0.4154048,10,0,-1.371542,0.4465985,-0.9856721,0.1686726,10,0,-10.07014,-0.4028516,-0.9700111,0.2430607,11,0,-1.566521,-5.538581,-0.9906222,0.1366298,11,0,3.008594,5.578875,0.7340566,0.6790884,12,0,-7.531675,-11.04464,-0.0996368,-0.9950239,11,0,-5.662379,-3.894367,-0.5954615,0.8033838,11,0,-2.332927,-3.949912,0.1110525,0.9938145,13,0,-10.12947,1.52533,0.9994593,-0.03288082,9,0,-5.933506,-2.332915,-0.3565218,0.934287,9,0,11.2878,-7.511069,0.09079792,0.9958693,9,0,0.2802617,-13.50382,0.1541046,0.9880545,12,0,-3.065756,5.099298,0.7659612,0.6428868,9,0,4.694918,7.545966,-0.3649134,-0.9310414,8,0,-4.992945,2.498047,-0.1440153,0.9895755,7,0,4.41762,2.208066,0.6354645,-0.7721301,13,0,6.595988,2.36572,0.60071,-0.799467,9,0,8.086578,-8.368711,-0.2221363,-0.9750156,6,0,7.380342,8.128472,-0.04555698,-0.9989618,11,0,6,13,7,no,yes,yes,6,13,7,no,yes,yes
-3.310691,-13.39174,-0.3917593,-0.9200677,14,0,-8.954156,-1.11105,-0.8563756,0.5163534,11,0,11.6894,7.552205,0.9678928,-0.2513634,9,0,6.652478,-9.020265,-0.2690504,0.9631261,9,0,-11.97267,5.660463,0.04514572,-0.9989803,13,0,0.06658662,0.1124711,0.9282193,0.3720334,11,0,6.846087,6.732457,-0.7678162,-0.6406701,11,0,2.938683,7.95874,0.9733123,-0.2294846,14,0,-5.349987,-3.578196,-0.5219536,0.8529738,10,0,2.180792,0.6019873,-0.9342816,-0.3565359,8,0,-1.52052,-4.972992,-0.9876211,-0.1568582,14,0,-3.909457,3.800593,0.8374862,0.5464585,12,0,-3.074896,-1.097476,0.9742866,0.225312,14,0,-1.960673,-2.985754,-0.191212,0.9815488,12,0,2.356369,10.95713,0.998052,0.06238838,12,0,9.588808,-3.03299,-0.5282797,-0.8490704,11,0,-12.55932,1.02049,0.9895536,-0.1441654,11,0,-12.06519,-6.258381,0.7081349,0.7060771,12,0,4.476183,1.323842,-0.1056919,-0.994399,15,0,10.26465,-5.418621,-0.9534235,0.301635,13,0,8,15,7,no,yes,yes,8,15,7,no,yes,yes
7.294868,1.633597,0.122128,0.9925143,15,0,-11.12336,5.917634,0.6468281,-0.7626358,10,0,2.701025,3.176267,-0.1339323,-0.9909905,15,0,-0.971492,4.281288,0.490678,-0.871341,14,0,-4.072432,3.551982,0.8306894,0.5567361,8,0,0.8432948,-2.73841,-0.9676498,0.252297,12,0,-1.310661,-5.197892,0.5385194,0.842613,12,0,-3.072783,-12.0393,0.9602129,-0.2792689,10,0,7.900137,7.100164,0.8850678,0.4654622,11,0,7.417719,-5.097636,-0.9993685,0.03553328,12,0,0.4389392,-0.196001,0.6169916,-0.7869697,12,0,6.045856,3.200894,0.4718922,0.8816562,13,0,8.018604,-6.803308,-0.9921331,-0.1251877,14,0,-1.638082,0.3104516,-0.9909444,0.1342732,13,0,-1.623019,-2.346804,0.3681265,0.9297757,10,0,-8.601899,-2.592652,-0.244949,0.969536,9,0,11.66073,3.088339,0.07848424,0.9969153,8,0,-12.29856,-1.246722,-0.9703025,-0.2418943,14,0,2.99024,-8.454123,-0.923043,-0.3846967,8,0,6.375608,0.3369451,0.1915427,-0.9814843,10,0,8,15,7,no,yes,yes,8,15,7,no,yes,yes
-2.077293,10.07277,0.6854823,0.7280893,14,0,9.263117,9.5736,-0.7247591,-0.6890023,13,0,4.430238,-11.93612,-0.1746961,0.9846224,14,0,2.85559,-1.806703,0.3710791,0.9286013,12,0,0.5612487,-5.577123,0.1036688,0.9946119,12,0,-3.957183,-1.140643,-0.2926993,-0.9562046,11,0,-8.185022,-10.71475,-0.8203086,-0.5719212,10,0,-5.384194,1.050848,0.9654971,0.2604137,7,0,-12.49449,-4.775331,-0.4064722,-0.9136631,8,0,6.125746,5.404748,-0.2122854,-0.9772077,9,0,1.652171,-9.153123,-0.9200995,-0.3916848,13,0,0.8226379,-0.1631183,-0.6913487,0.7225212,10,0,-3.694322,3.921226,-0.9312755,-0.3643157,9,0,-7.242328,9.634272,-0.21275,0.9771066,9,0,5.166061,10.91928,-0.8318534,0.5549956,12,0,5.178031,8.40969,-0.9961849,0.08726835,11,0,1.906476,3.346501,0.9691089,0.2466332,8,0,-5.908479,-8.345924,-0.9448524,0.3274965,9,0,-0.07372152,1.765322,0.9995738,0.02919237,11,0,-0.1151006,4.615726,-0.6753467,0.7375004,8,0,7,14,7,no,yes,yes,7,14,7,no,yes,yes
